id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
122691862,Toyota Rush 2018 1.5 AT 37000 km xe gia đình dùng,Toyota,Rush,2018,479000000,37000,Xăng,Tự động,1,Nước khác,Minivan (MPV),7,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 11:28:31,> 1 tấn,> 2 tấn
127349488,Chevrolet Camaro RS Convertible Model 2020,,,,2199000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 phút trước,2025-09-10 11:58:32,,
127299880,Kia Morning 2011 SX 1.1 AT Sport - 105000 km,,,,162000000,,,,,,,,,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 16 ngày trước,2025-09-10 11:58:32,,
126870541,VinFast Lux A2.0 2022 A2.0 Tiêu chuẩn - 73000 km,,,,570000000,,,,,,,,,"Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",Đăng 2 phút trước,2025-09-10 11:58:33,,
127619946,Ford Ranger 2015 Wildtrak 3.2 4x4 AT,,,,568000000,,,,,,,,,"Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Đăng 5 phút trước,2025-09-10 11:58:33,,
126392211,✅ VINFAST VF5 ĐỦ MÀU TẶNG BẢO HIỂM 2 NĂM MIỄN THUẾ,,,,467000000,,,,,,,,,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-09-10 11:58:34,,
127545627,GLB 200 AMG 2022 - 46.260km,,,,1350000000,,,,,,,,,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-09-10 11:58:34,,
127538849,Ford Ranger XLS 2.0AT 4x4 sx 2024 màu trắng đẹp,,,,699000000,,,,,,,,,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đăng 13 phút trước,2025-09-10 11:58:34,,
127183449,Mercedes Benz C Class 2012 C300 AMG siêu mới,,,,348000000,,,,,,,,,"Xã Hương Sơn, Huyện Mỹ Đức, Hà Nội",Đăng 5 phút trước,2025-09-10 11:58:35,,
127410040,Mitsubishi Mirage 2014 1.2 CVT - 124000 km,,,,225000000,,,,,,,,,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước,2025-09-10 11:58:35,,
125235050,Ford Ranger 2016 Wildtrak 3.2 4x4 AT - 140000 km,,,,515000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 11 phút trước,2025-09-10 11:58:35,,
124785432,Mercedes Benz C Class 2016 C300 AMG - 80000 km,,,,575000000,,,,,,,,,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 2 tháng trước,2025-09-10 12:43:45,,
127621079,Toyota Fortuner 2018 2.4G 4x2 - 132000 km,,,,768000000,,,,,,,,,"Xã N'Thol Hạ, Huyện Đức Trọng, Lâm Đồng",Đăng 7 phút trước,2025-09-10 12:43:47,,
121685748,VINFATS VF9 HỖ TRỢ VAY 85% CHO DOANH NGHIỆP!,,,,1389000000,,,,,,,,,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 4 phút trước,2025-09-10 12:43:49,,
127547504,Kia 2023  - 28900 km,,,,195000000,,,,,,,,,"Xã Phật Tích, Huyện Tiên Du, Bắc Ninh",Đăng 4 ngày trước,2025-09-10 12:43:51,,
127524749,Ford Transit 2023 (đk2024) Tiêu chuẩn - 52000 km,,,,735000000,,,,,,,,,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 5 ngày trước,2025-09-10 12:43:51,,
126837416,Toyota Innova 2020 2.0E - 115000 km xám ngay chủ,,,,510000000,,,,,,,,,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 12:43:53,,
127530278,LONG ANH AUTO về MERCEDES E200 model 2020 giá tốt,,,,1068000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 14 phút trước,2025-09-10 12:43:54,,
127192473,Bán xe khách 16 chỗ Ford Transit 2023 - 28520 km,,,,680000000,,,,,,,,,"Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",Đăng 21 ngày trước,2025-09-10 12:43:55,,
126806828,Daewoo Gentra 2008 - 123456 km,,,,90000000,,,,,,,,,"Phường 1, Thị xã Vĩnh Châu, Sóc Trăng",Đăng 12 phút trước,2025-09-10 12:43:55,,
127529170,LONG ANH AUTO về PORSCHE MACAN model 2022 giá tốt,,,,3199000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 6 phút trước,2025-09-10 13:35:53,,
125656611,Mercedes glc 300 sx 23 lướt 5 ngàn km rin 100%,,,,2420000000,,,,,,,,,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 6 ngày trước,2025-09-10 13:35:54,,
127545627,GLB 200 AMG 2022 - 46.260km,,,,1350000000,,,,,,,,,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-09-10 13:35:54,,
127591716,VinFast VF6 2025 Plus - odo 5200km cần đổi bán tải,,,,660000000,,,,,,,,,"Phường Đạt Hiếu, Thị Xã Buôn Hồ, Đắk Lắk",Đăng 1 ngày trước,2025-09-10 13:35:55,,
127539707,Mazda 6 2020 2.5L Signature Premium  - 68000 km,,,,608000000,,,,,,,,,"Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 21 phút trước,2025-09-10 13:35:56,,
126392211,✅ VINFAST VF5 ĐỦ MÀU TẶNG BẢO HIỂM 2 NĂM MIỄN THUẾ,,,,467000000,,,,,,,,,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-09-10 13:35:56,,
101777790,Ranger Wildtrack 2.0 Biturbo 2020 một chủ,,,,645000000,,,,,,,,,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đăng 2 tháng trước,2025-09-10 13:35:57,,
127529454,LONG ANH AUTO về PORSCHE MACAN model 2021 giá tốt,,,,2399000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 21 phút trước,2025-09-10 13:35:57,,
127610983,Hyundai Santa Fe 2021 2.5 Xăng Đặc Biệt - 889tr,,,,889000000,,,,,,,,,"Xã Hoà Bình, Huyện Thuỷ Nguyên, Hải Phòng",Đăng 15 giờ trước,2025-09-10 13:35:58,,
127574389,Mercedes Benz S Class 2019 S450 Sản Xuất 2019,,,,1990000000,,,,,,,,,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 2 ngày trước,2025-09-10 13:35:59,,
126802941,Ssangyong Musso 2002 - 120000 km,,,,76000000,,,,,,,,,"Xã Hưng Hòa, Huyện Bàu Bàng, Bình Dương",Đăng 29 phút trước,2025-09-10 13:35:59,,
127621610,Toyota Innova 2015 2.0G - 115000 km,,,,368000000,,,,,,,,,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 33 phút trước,2025-09-10 13:35:59,,
120559487,"MUA VF8 – HỖ TRỢ VAY 90%, HỒ SƠ KHÓ BAO ĐẬU NGAY!",,,,978000000,,,,,,,,,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 41 phút trước,2025-09-10 13:36:00,,
127066605,CHÍNH CHỦ BÁN: Lexus RX 350 AWD Nhập Mỹ RẤT MỚI,,,,790000000,,,,,,,,,"Phường 10, Quận 6, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 13:36:01,,
124785432,Mercedes Benz C Class 2016 C300 AMG - 80000 km,,,,575000000,,,,,,,,,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 2 tháng trước,2025-09-10 13:36:02,,
127525202,Porsche Panamera 99000km.,,,,950000000,,,,,,,,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:02,,
127526406,LONG ANH AUTO về PORSCHE MACAN model 2022 giá tốt,,,,3199000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:03,,
126837416,Toyota Innova 2020 2.0E - 115000 km xám ngay chủ,,,,510000000,,,,,,,,,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 13:36:03,,
121685748,VINFATS VF9 HỖ TRỢ VAY 85% CHO DOANH NGHIỆP!,,,,1389000000,,,,,,,,,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:04,,
126806828,Daewoo Gentra 2008 - 123456 km,,,,90000000,,,,,,,,,"Phường 1, Thị xã Vĩnh Châu, Sóc Trăng",Đăng 1 giờ trước,2025-09-10 13:36:05,,
127621079,Toyota Fortuner 2018 2.4G 4x2 - 132000 km,,,,768000000,,,,,,,,,"Xã N'Thol Hạ, Huyện Đức Trọng, Lâm Đồng",Đăng 1 giờ trước,2025-09-10 13:36:05,,
127192473,Bán xe khách 16 chỗ Ford Transit 2023 - 28520 km,,,,680000000,,,,,,,,,"Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",Đăng 21 ngày trước,2025-09-10 13:36:07,,
127401594,Kia Sedona 2018 2.2 DATH - 180000 km,,,,770000000,,,,,,,,,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:07,,
127530278,LONG ANH AUTO về MERCEDES E200 model 2020 giá tốt,,,,1068000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:08,,
127468187,Toyota Fortuner 2018 2.7V 4x2 - 81000 km,,,,716000000,,,,,,,,,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-10 13:36:09,,
125664697,Mitsubishi Xforce Ultimate 2025 - Giảm 100% Trc Bạ,,,,639000000,,,,,,,,,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 25 ngày trước,2025-09-10 13:36:10,,
127575634,Lexus GS 20*** km,,,,330000000,,,,,,,,,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 giờ trước,2025-09-10 13:36:10,,
125323135,Tucson dầu 2020 - giá cực tốt,,,,680000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 3 tháng trước,2025-09-10 13:36:10,,
126729949,Mercedes Benz GLC 300 4Matic - Model 2020,,,,1299000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 13:36:11,,
127125720,Yaris G 1.5AT cuối 2016 mới 36.000km bao k tua,,,,383000000,,,,,,,,,"Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Đăng 24 ngày trước,2025-09-10 13:36:13,,
126358633,Hyundai Tucson 2019 2.0L Tiêu chuẩn - 60000 km,,,,595000000,,,,,,,,,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:13,,
127620095,Ford Ranger 2023 Raptor 2.0L 4x4 AT - 31000 km,,,,1168000000,,,,,,,,,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:14,,
126982501,Mercedes Benz GLC300 4MATIC 2021 - Bank 90%,,,,1538000000,,,,,,,,,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 13:36:14,,
127620076,Porsche Cayenne 2015 3.6 Model 2016,,,,1379000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:15,,
126446306,mazda 3 premium 2021 - giá tốt,,,,560000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:16,,
127299880,Kia Morning 2011 SX 1.1 AT Sport - 105000 km,,,,162000000,,,,,,,,,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 16 ngày trước,2025-09-10 13:36:16,,
127349488,Chevrolet Camaro RS Convertible Model 2020,,,,2199000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:17,,
126870541,VinFast Lux A2.0 2022 A2.0 Tiêu chuẩn - 73000 km,,,,570000000,,,,,,,,,"Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",Đăng 2 giờ trước,2025-09-10 13:36:17,,
127183449,Mercedes Benz C Class 2012 C300 AMG siêu mới,,,,348000000,,,,,,,,,"Xã Hương Sơn, Huyện Mỹ Đức, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:18,,
125235050,Ford Ranger 2016 Wildtrak 3.2 4x4 AT - 140000 km,,,,515000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:19,,
127538849,Ford Ranger XLS 2.0AT 4x4 sx 2024 màu trắng đẹp,,,,699000000,,,,,,,,,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:19,,
127619946,Ford Ranger 2015 Wildtrak 3.2 4x4 AT,,,,568000000,,,,,,,,,"Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Đăng 2 giờ trước,2025-09-10 13:36:20,,
127350252,Mercedes Benz S400 up full s450 maybach model 2017,,,,1259000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 14 ngày trước,2025-09-10 13:36:21,,
127593854,Ford Ranger 2016 XLS 2.2L 4x2 AT - 85 km,,,,415000000,,,,,,,,,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:21,,
127597083,Lexus RX 2020 - 28400 km,,,,2680000000,,,,,,,,,"Phường 3, Quận 5, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-09-10 13:36:21,,
126983127,Toyota Innova 2007 G số sàn gia đình zin 100%,,,,179000000,,,,,,,,,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Đăng 2 giờ trước,2025-09-10 13:36:22,,
127533994,Mercedes- Benz E300 AMG Đklđ 2020- Trả trước 400Tr,,,,1299000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-09-10 13:36:23,,
127256469,Toyota IQ Coupe 2 cửa dành cho số ít,,,,459000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:24,,
127619381,Kia Sorento 2019 2.4 GAT Deluxe - 137722 km,,,,540000000,,,,,,,,,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 2 giờ trước,2025-09-10 13:36:24,,
125474569,Mercedes Benz E 180 đen nâu lướt model 2022,,,,1289000000,,,,,,,,,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 3 tháng trước,2025-09-10 13:36:25,,
127619231,Lexus ES 2***0 km,,,,1110000000,,,,,,,,,"Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",Đăng 2 giờ trước,2025-09-10 13:36:25,,
127362009,Bán INNOVA cuối 2019 E xe gia đình Zin: 412tr,,,,412000000,,,,,,,,,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 13 ngày trước,2025-09-10 13:36:25,,
127533591,VinFast VF3 Mới 100% Trả Trước 45 Triệu,,,,270000000,,,,,,,,,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-09-10 13:36:26,,
125507746,Mitsubishi Outlander 2024  - Xả kho giảm sâu 100tr,,,,715000000,,,,,,,,,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 3 tháng trước,2025-09-10 13:36:27,,
118548169,Bán Mercedes C250 4 Matic,,,,282000000,,,,,,,,,"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đăng 2 giờ trước,2025-09-10 13:36:27,,
100621109,Mercedes Benz E180 lướt model 2022,,,,1289000000,,,,,,,,,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 14 ngày trước,2025-09-10 13:36:28,,
127206240,Lamborghini Aventador 2015 LP700-4 Coupe up SVJ,,,,16999000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 giờ trước,2025-09-10 13:36:30,,
127490201,Lynk&Co 06 2025 - 1000 km,,,,700000000,,,,,,,,,"Phường 1, Quận 11, Tp Hồ Chí Minh",Đăng 6 ngày trước,2025-09-10 13:36:30,,
127618442,"Bán xe Toyota Vios tự động phom 2008, nguyên bản",,,,195000000,,,,,,,,,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đăng 3 giờ trước,2025-09-10 13:36:31,,
127618379,Mitsubishi Pajero Sport 2011 máy dầu số tự động,,,,315000000,,,,,,,,,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 3 giờ trước,2025-09-10 13:36:32,,
126733748,Toyota Innova 2020 Venturer 2.0 AT,,,,580000000,,,,,,,,,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 13:36:32,,
127618087,Volvo S90 2022 Inscription LWB B6 AWD - 12000 km,,,,1750000000,,,,,,,,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 3 giờ trước,2025-09-10 13:36:33,,
127286543,Kia Carnival 2006 GS 2.5 MT - 120000 km,,,,105000000,,,,,,,,,"Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Đăng 17 ngày trước,2025-09-10 13:36:34,,
126546463,Cerato 2016 1.6 AT - 59000 km,,,,35800000,,,,,,,,,"Xã Cam Thành Bắc, Huyện Cam Lâm, Khánh Hòa",Đăng 2 tháng trước,2025-09-10 13:36:35,,
127409473,Toyota tuner 2010 AT xe zin 1 chủ.,,,,288000000,,,,,,,,,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 11 ngày trước,2025-09-10 13:36:36,,
127474510,Toyota Fortuner 2023 2.7L 4x2 AT - chính chủ - 18k,,,,999000000,,,,,,,,,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 3 giờ trước,2025-09-10 13:36:36,,
127483474,Mercedes E200 sx 2015 đẹp giá tốt,,,,480000000,,,,,,,,,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đăng 3 giờ trước,2025-09-10 13:36:37,,
127515129,Mercedes Benz  V250 Luxury Model 2021,,,,1399000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 3 giờ trước,2025-09-10 13:36:37,,
